Email,TicketCategory,DaysToResolve,Escalated
bradley.dds@company.com,IT Access,1,0
donald.medina@company.com,Benefits,0,0
donald.medina@company.com,Policy Question,0,0
donald.medina@company.com,Policy Question,5,0
jim.newton@company.com,Payroll,2,0
jim.newton@company.com,IT Access,3,0
jim.newton@company.com,IT Access,0,0
jim.newton@company.com,PTO Request,8,0
jim.newton@company.com,Policy Question,9,0
jim.newton@company.com,Policy Question,1,0
krista.wilson@company.com,Manager Escalation,1,0
krista.wilson@company.com,PTO Request,1,0
krista.wilson@company.com,Policy Question,1,0
krista.wilson@company.com,Benefits,5,1
krista.wilson@company.com,Manager Escalation,2,0
reginald.morrow@company.com,PTO Request,0,0
reginald.morrow@company.com,Manager Escalation,2,0
rodney.williams@company.com,PTO Request,8,0
rodney.williams@company.com,PTO Request,1,0
kimberly.fritz@company.com,Comp Inquiry,1,0
kimberly.fritz@company.com,Policy Question,0,1
ronald.potter@company.com,Manager Escalation,6,0
ronald.potter@company.com,Benefits,1,0
zachary.cole@company.com,Payroll,2,0
zachary.cole@company.com,Payroll,2,0
zachary.cole@company.com,Policy Question,2,0
zachary.cole@company.com,Policy Question,0,0
robert.gonzales@company.com,Payroll,1,0
robert.gonzales@company.com,PTO Request,0,0
patricia.phd@company.com,Payroll,0,0
patricia.phd@company.com,Comp Inquiry,4,0
patricia.phd@company.com,Policy Question,1,0
patricia.phd@company.com,IT Access,0,0
patricia.phd@company.com,Policy Question,2,1
patricia.phd@company.com,PTO Request,4,0
patricia.phd@company.com,Policy Question,0,0
patricia.phd@company.com,Payroll,3,1
heather.page@company.com,Comp Inquiry,1,1
heather.page@company.com,Payroll,0,0
heather.page@company.com,Benefits,0,0
heather.page@company.com,IT Access,0,0
heather.page@company.com,Benefits,3,0
heather.page@company.com,Comp Inquiry,3,0
heather.page@company.com,Benefits,3,0
heather.page@company.com,Manager Escalation,0,0
heather.page@company.com,Manager Escalation,0,0
carol.taylor@company.com,Manager Escalation,1,0
carol.taylor@company.com,Policy Question,5,1
carol.taylor@company.com,Comp Inquiry,2,0
daniel.brown@company.com,Manager Escalation,5,0
daniel.brown@company.com,Payroll,0,0
daniel.brown@company.com,Comp Inquiry,2,0
daniel.brown@company.com,PTO Request,3,0
daniel.brown@company.com,PTO Request,6,0
douglas.ryan@company.com,Comp Inquiry,0,0
douglas.ryan@company.com,IT Access,5,0
michael.roberts@company.com,IT Access,2,0
scott.duke@company.com,Payroll,0,0
scott.duke@company.com,Payroll,3,0
scott.duke@company.com,PTO Request,4,0
scott.duke@company.com,Policy Question,1,0
scott.duke@company.com,PTO Request,1,0
scott.duke@company.com,Comp Inquiry,2,0
scott.duke@company.com,Payroll,4,0
anna.estes@company.com,IT Access,7,0
anna.estes@company.com,Policy Question,3,0
anna.estes@company.com,Payroll,2,0
anna.estes@company.com,Policy Question,1,0
tamara.riddle@company.com,Comp Inquiry,2,0
tamara.riddle@company.com,Benefits,1,0
tamara.riddle@company.com,PTO Request,0,0
tamara.riddle@company.com,PTO Request,0,0
tamara.riddle@company.com,Payroll,0,0
tamara.riddle@company.com,Comp Inquiry,3,0
tamara.riddle@company.com,Manager Escalation,1,1
beth.cline@company.com,Policy Question,1,0
beth.cline@company.com,IT Access,0,1
michael.poole@company.com,Policy Question,3,0
michael.poole@company.com,Manager Escalation,5,0
megan.burns@company.com,Benefits,7,0
debra.perry@company.com,PTO Request,1,0
debra.perry@company.com,Benefits,1,0
debra.perry@company.com,Manager Escalation,2,0
debra.perry@company.com,Manager Escalation,9,0
debra.perry@company.com,Policy Question,1,0
debra.perry@company.com,Benefits,2,0
debra.perry@company.com,Manager Escalation,4,0
mark.beard@company.com,Policy Question,2,0
mark.beard@company.com,Benefits,0,0
mark.beard@company.com,Manager Escalation,0,0
jose.ramirez@company.com,Comp Inquiry,0,0
jose.ramirez@company.com,IT Access,8,0
jose.ramirez@company.com,Benefits,0,0
jose.ramirez@company.com,IT Access,0,0
jackie.clements@company.com,Policy Question,0,0
jackie.clements@company.com,Policy Question,0,0
jackie.clements@company.com,Benefits,0,1
aaron.schroeder@company.com,Comp Inquiry,0,0
aaron.schroeder@company.com,Payroll,4,0
aaron.schroeder@company.com,Payroll,2,0
aaron.schroeder@company.com,Comp Inquiry,2,0
heather.brown@company.com,Policy Question,6,0
heather.brown@company.com,Benefits,10,0
heather.brown@company.com,Manager Escalation,2,0
heather.brown@company.com,Comp Inquiry,1,0
heather.brown@company.com,Benefits,6,0
heather.brown@company.com,Payroll,0,0
heather.brown@company.com,Benefits,0,0
heather.brown@company.com,PTO Request,4,0
heather.brown@company.com,Benefits,1,0
heather.brown@company.com,IT Access,1,0
heather.brown@company.com,Payroll,6,1
derrick.clayton@company.com,Benefits,5,0
derrick.clayton@company.com,PTO Request,1,0
derrick.clayton@company.com,Payroll,16,0
derrick.clayton@company.com,PTO Request,0,0
derrick.clayton@company.com,Comp Inquiry,2,0
kenneth.knight@company.com,Policy Question,0,0
kenneth.knight@company.com,IT Access,4,0
kenneth.knight@company.com,Comp Inquiry,2,0
kenneth.knight@company.com,IT Access,3,0
kenneth.knight@company.com,PTO Request,0,0
kenneth.knight@company.com,PTO Request,0,0
mr.williams@company.com,Comp Inquiry,0,0
richard.stevens@company.com,PTO Request,5,0
richard.stevens@company.com,IT Access,1,0
richard.stevens@company.com,Comp Inquiry,10,1
scott.alexander@company.com,Manager Escalation,0,0
scott.alexander@company.com,Comp Inquiry,2,0
tyler.harris@company.com,Manager Escalation,0,0
tyler.harris@company.com,PTO Request,7,0
tyler.harris@company.com,Comp Inquiry,0,1
tyler.harris@company.com,Payroll,0,0
tyler.harris@company.com,Benefits,0,0
tyler.harris@company.com,IT Access,4,0
tyler.harris@company.com,PTO Request,0,0
tyler.harris@company.com,IT Access,8,0
bonnie.santos@company.com,PTO Request,3,1
bonnie.santos@company.com,Policy Question,2,1
bonnie.santos@company.com,Payroll,2,0
bonnie.santos@company.com,IT Access,1,0
bonnie.santos@company.com,Payroll,3,0
bonnie.santos@company.com,PTO Request,1,1
bonnie.santos@company.com,PTO Request,5,0
timothy.hill@company.com,Benefits,0,0
timothy.hill@company.com,Benefits,0,0
timothy.hill@company.com,Comp Inquiry,0,0
timothy.hill@company.com,Payroll,4,0
danielle.watson@company.com,IT Access,3,0
danielle.watson@company.com,Benefits,0,0
danielle.watson@company.com,Manager Escalation,7,0
danielle.watson@company.com,Policy Question,1,0
danielle.watson@company.com,Policy Question,2,0
danielle.watson@company.com,Comp Inquiry,0,0
carol.sanders@company.com,Comp Inquiry,7,0
carol.sanders@company.com,Payroll,2,1
carol.sanders@company.com,Benefits,2,1
carol.sanders@company.com,Comp Inquiry,11,0
carol.sanders@company.com,Policy Question,5,1
carol.sanders@company.com,IT Access,0,0
carol.sanders@company.com,PTO Request,3,0
michele.smith@company.com,PTO Request,11,1
michele.smith@company.com,Policy Question,7,1
michele.smith@company.com,Payroll,0,1
michele.smith@company.com,Manager Escalation,1,0
casey.perez@company.com,Manager Escalation,3,0
casey.perez@company.com,Policy Question,4,1
virginia.henderson@company.com,Payroll,2,0
virginia.henderson@company.com,Payroll,0,0
benjamin.reyes@company.com,Policy Question,0,0
benjamin.reyes@company.com,Payroll,1,0
ashley.edwards@company.com,PTO Request,0,0
ashley.edwards@company.com,Payroll,15,1
ashley.edwards@company.com,Manager Escalation,4,0
ashley.edwards@company.com,Comp Inquiry,1,0
breanna.ayala@company.com,Payroll,7,0
breanna.ayala@company.com,IT Access,0,0
breanna.ayala@company.com,Benefits,0,0
breanna.ayala@company.com,PTO Request,0,1
breanna.ayala@company.com,IT Access,3,0
brandi.haney@company.com,Payroll,1,0
joseph.smith@company.com,Policy Question,3,0
joseph.smith@company.com,Manager Escalation,3,0
joseph.smith@company.com,Policy Question,2,1
joseph.smith@company.com,PTO Request,0,0
joseph.smith@company.com,Payroll,6,1
jessica.bowen@company.com,PTO Request,0,0
jessica.bowen@company.com,PTO Request,0,0
jessica.bowen@company.com,Comp Inquiry,2,0
jessica.bowen@company.com,Manager Escalation,1,0
jessica.bowen@company.com,IT Access,2,0
jessica.bowen@company.com,Benefits,0,0
brittany.jenkins@company.com,Policy Question,0,0
brittany.jenkins@company.com,IT Access,0,0
brittany.jenkins@company.com,Policy Question,1,0
shannon.miller@company.com,IT Access,2,0
shannon.miller@company.com,Benefits,0,0
shannon.miller@company.com,Benefits,0,0
shannon.miller@company.com,Policy Question,3,1
shannon.miller@company.com,Payroll,0,0
shannon.miller@company.com,IT Access,9,0
shannon.miller@company.com,Policy Question,0,0
paul.lawrence@company.com,Comp Inquiry,1,0
paul.lawrence@company.com,PTO Request,6,0
paul.lawrence@company.com,Comp Inquiry,1,0
paul.lawrence@company.com,IT Access,0,0
paul.lawrence@company.com,Policy Question,3,0
paul.lawrence@company.com,Comp Inquiry,0,0
victor.edwards@company.com,Benefits,1,0
victor.edwards@company.com,Comp Inquiry,3,0
victor.edwards@company.com,Benefits,2,0
donald.miller@company.com,IT Access,0,0
donald.miller@company.com,PTO Request,3,0
donald.miller@company.com,Comp Inquiry,1,0
lindsay.lawson@company.com,Benefits,3,1
lindsay.lawson@company.com,Comp Inquiry,3,0
lindsay.lawson@company.com,Manager Escalation,2,0
melissa.abbott@company.com,Manager Escalation,8,0
melissa.abbott@company.com,Manager Escalation,3,0
melissa.abbott@company.com,Manager Escalation,3,0
melissa.abbott@company.com,Policy Question,0,0
melissa.abbott@company.com,Manager Escalation,3,0
elizabeth.holmes@company.com,PTO Request,2,0
elizabeth.holmes@company.com,Benefits,5,0
elizabeth.holmes@company.com,Manager Escalation,1,0
elizabeth.holmes@company.com,Payroll,0,1
nicole.phillips@company.com,Payroll,0,0
nicole.phillips@company.com,IT Access,2,0
nicole.phillips@company.com,Policy Question,1,0
nicole.phillips@company.com,IT Access,2,1
steven.blevins@company.com,Payroll,3,0
steven.blevins@company.com,Benefits,6,0
steven.blevins@company.com,Policy Question,1,0
brian.md@company.com,Manager Escalation,3,0
bonnie.valencia@company.com,Benefits,0,0
bonnie.valencia@company.com,PTO Request,2,0
bonnie.valencia@company.com,Manager Escalation,2,0
bonnie.valencia@company.com,Policy Question,3,0
bonnie.valencia@company.com,Comp Inquiry,1,0
bonnie.valencia@company.com,Payroll,8,0
bonnie.valencia@company.com,Payroll,2,0
bonnie.valencia@company.com,Comp Inquiry,3,0
bonnie.valencia@company.com,Comp Inquiry,3,0
bonnie.valencia@company.com,Comp Inquiry,1,0
bonnie.valencia@company.com,Benefits,3,1
holly.vega@company.com,Payroll,0,0
holly.vega@company.com,Payroll,0,1
holly.vega@company.com,Benefits,1,0
holly.vega@company.com,Manager Escalation,0,0
tiffany.townsend@company.com,PTO Request,0,1
tiffany.townsend@company.com,Manager Escalation,1,0
tiffany.townsend@company.com,Manager Escalation,1,0
tiffany.townsend@company.com,PTO Request,4,0
tiffany.townsend@company.com,Benefits,4,1
tiffany.townsend@company.com,PTO Request,0,0
austin.baker@company.com,Comp Inquiry,2,1
austin.baker@company.com,Manager Escalation,1,0
austin.baker@company.com,Comp Inquiry,2,0
austin.baker@company.com,Payroll,0,1
antonio.mccormick@company.com,IT Access,0,0
antonio.mccormick@company.com,PTO Request,1,1
antonio.mccormick@company.com,Payroll,1,0
antonio.mccormick@company.com,Manager Escalation,0,1
antonio.mccormick@company.com,Benefits,1,1
lori.mason@company.com,Payroll,14,0
lori.mason@company.com,PTO Request,0,0
lori.mason@company.com,Payroll,5,0
michael.miller@company.com,Payroll,0,0
lisa.ramirez@company.com,Policy Question,0,0
lisa.ramirez@company.com,Manager Escalation,3,1
lisa.ramirez@company.com,IT Access,1,0
lisa.ramirez@company.com,Benefits,5,0
lisa.ramirez@company.com,IT Access,3,0
jorge.harris@company.com,Comp Inquiry,8,1
jorge.harris@company.com,Benefits,3,0
jorge.harris@company.com,Policy Question,5,0
jorge.harris@company.com,IT Access,1,1
kimberly.myers@company.com,Payroll,1,0
kimberly.myers@company.com,PTO Request,0,0
kimberly.myers@company.com,PTO Request,6,0
kimberly.myers@company.com,Payroll,3,1
sandra.becker@company.com,Manager Escalation,2,0
sandra.becker@company.com,Comp Inquiry,6,0
sandra.becker@company.com,Manager Escalation,0,0
sandra.becker@company.com,IT Access,0,0
michael.blair@company.com,PTO Request,5,0
michael.blair@company.com,Policy Question,2,0
michael.blair@company.com,Comp Inquiry,3,0
michael.blair@company.com,Policy Question,15,0
michael.blair@company.com,IT Access,0,0
michael.blair@company.com,Benefits,4,1
michael.blair@company.com,Benefits,0,1
amy.miller@company.com,Comp Inquiry,7,0
jesse.lynch@company.com,Payroll,1,0
patrick.yang@company.com,Policy Question,3,0
patrick.yang@company.com,Payroll,7,0
michael.miles@company.com,Policy Question,2,1
michael.miles@company.com,Policy Question,13,1
michael.miles@company.com,Manager Escalation,4,0
michael.miles@company.com,Payroll,1,0
richard.adams@company.com,IT Access,19,0
richard.adams@company.com,Policy Question,0,1
richard.adams@company.com,Comp Inquiry,3,0
richard.adams@company.com,Comp Inquiry,3,0
richard.adams@company.com,Manager Escalation,3,0
richard.adams@company.com,Comp Inquiry,1,0
patricia.johnson@company.com,IT Access,0,1
patricia.johnson@company.com,Payroll,2,0
patricia.johnson@company.com,IT Access,2,0
patricia.johnson@company.com,Benefits,0,0
patricia.johnson@company.com,Policy Question,0,0
laura.jones@company.com,Benefits,1,1
laura.jones@company.com,Manager Escalation,0,0
ian.porter@company.com,IT Access,2,0
holly.scott@company.com,Policy Question,1,1
kenneth.sharp@company.com,IT Access,1,1
kenneth.sharp@company.com,PTO Request,2,0
kenneth.sharp@company.com,PTO Request,4,0
kenneth.sharp@company.com,Manager Escalation,0,1
kenneth.sharp@company.com,Manager Escalation,6,0
kenneth.sharp@company.com,PTO Request,1,0
kenneth.sharp@company.com,Comp Inquiry,6,1
kenneth.sharp@company.com,Comp Inquiry,4,0
kenneth.sharp@company.com,PTO Request,6,0
jordan.williams@company.com,IT Access,1,0
jordan.williams@company.com,Benefits,0,1
jordan.williams@company.com,Manager Escalation,0,1
dana.ruiz@company.com,Manager Escalation,2,0
dana.ruiz@company.com,Payroll,3,0
dana.ruiz@company.com,IT Access,0,0
dana.ruiz@company.com,Benefits,3,0
dana.ruiz@company.com,Comp Inquiry,3,0
chris.velazquez@company.com,Benefits,2,0
chris.velazquez@company.com,PTO Request,0,0
chris.velazquez@company.com,Comp Inquiry,9,0
chris.velazquez@company.com,Policy Question,0,0
chris.velazquez@company.com,Manager Escalation,4,1
kristen.sloan@company.com,PTO Request,4,0
kristen.sloan@company.com,Manager Escalation,2,1
kristen.sloan@company.com,Policy Question,4,1
jennifer.morris@company.com,Comp Inquiry,0,0
jennifer.morris@company.com,Manager Escalation,7,0
jennifer.morris@company.com,Payroll,0,0
jennifer.morris@company.com,IT Access,15,0
jennifer.morris@company.com,Comp Inquiry,5,1
jennifer.morris@company.com,IT Access,4,1
jennifer.morris@company.com,Benefits,6,0
jennifer.morris@company.com,PTO Request,0,0
nathan.nelson@company.com,Policy Question,1,0
nathan.nelson@company.com,Payroll,2,0
nathan.nelson@company.com,IT Access,0,0
nathan.nelson@company.com,Benefits,0,0
nathan.nelson@company.com,Payroll,3,1
jake.shaw@company.com,Policy Question,0,0
jake.shaw@company.com,PTO Request,5,0
jake.shaw@company.com,Payroll,14,0
cassie.brock@company.com,Comp Inquiry,1,0
cassie.brock@company.com,Benefits,0,0
cassie.brock@company.com,Policy Question,0,0
cassie.brock@company.com,Comp Inquiry,0,0
cassie.brock@company.com,Comp Inquiry,1,1
cassie.brock@company.com,Payroll,0,0
cassie.brock@company.com,IT Access,1,0
dr.marshall@company.com,Policy Question,3,0
ryan.murphy@company.com,Payroll,7,0
ryan.murphy@company.com,PTO Request,1,0
ryan.murphy@company.com,PTO Request,3,0
ryan.murphy@company.com,Manager Escalation,3,0
ryan.murphy@company.com,Payroll,0,0
ryan.murphy@company.com,PTO Request,1,0
ryan.murphy@company.com,PTO Request,1,1
ryan.murphy@company.com,Benefits,4,0
ryan.murphy@company.com,Policy Question,0,1
aimee.gonzalez@company.com,Benefits,0,0
aimee.gonzalez@company.com,PTO Request,0,0
aimee.gonzalez@company.com,Payroll,1,0
aimee.gonzalez@company.com,IT Access,1,0
aimee.gonzalez@company.com,Manager Escalation,1,0
aimee.gonzalez@company.com,Policy Question,1,0
aimee.gonzalez@company.com,Manager Escalation,2,0
aimee.gonzalez@company.com,Comp Inquiry,0,0
elizabeth.dean@company.com,PTO Request,1,1
elizabeth.dean@company.com,Policy Question,2,0
elizabeth.dean@company.com,Payroll,5,0
kevin.snyder@company.com,Manager Escalation,4,0
kevin.snyder@company.com,Comp Inquiry,1,0
christie.mccullough@company.com,Manager Escalation,1,0
christie.mccullough@company.com,Comp Inquiry,1,0
christie.mccullough@company.com,Benefits,0,0
christie.mccullough@company.com,Payroll,0,0
christie.mccullough@company.com,PTO Request,4,0
christie.mccullough@company.com,IT Access,6,0
christie.mccullough@company.com,Comp Inquiry,6,0
danielle.smith@company.com,Comp Inquiry,0,0
danielle.smith@company.com,Manager Escalation,0,0
danielle.smith@company.com,Benefits,3,0
david.reed@company.com,Payroll,0,0
sherry.tapia@company.com,PTO Request,2,0
sherry.tapia@company.com,Benefits,2,0
sherry.tapia@company.com,PTO Request,0,1
sherry.tapia@company.com,Manager Escalation,2,1
sherry.tapia@company.com,Manager Escalation,8,0
sherry.tapia@company.com,Manager Escalation,4,0
sherry.tapia@company.com,Payroll,2,0
sherry.tapia@company.com,Comp Inquiry,10,0
matthew.sweeney@company.com,IT Access,2,0
matthew.sweeney@company.com,PTO Request,0,0
matthew.sweeney@company.com,Payroll,2,0
ashley.moreno@company.com,Payroll,4,0
ashley.moreno@company.com,Policy Question,0,0
johnathan.brown@company.com,PTO Request,0,0
johnathan.brown@company.com,Comp Inquiry,8,0
michelle.dvm@company.com,Comp Inquiry,0,0
michelle.dvm@company.com,Comp Inquiry,1,0
michelle.dvm@company.com,Benefits,5,0
michelle.dvm@company.com,IT Access,2,0
michelle.dvm@company.com,Manager Escalation,6,1
kelly.haynes@company.com,IT Access,5,0
kelly.haynes@company.com,Benefits,4,0
kelly.haynes@company.com,Payroll,0,0
william.miller@company.com,Benefits,0,0
william.miller@company.com,Manager Escalation,0,0
william.miller@company.com,Payroll,0,0
william.miller@company.com,Payroll,1,1
casey.wilkins@company.com,Policy Question,3,0
casey.wilkins@company.com,Benefits,0,0
casey.wilkins@company.com,PTO Request,1,0
casey.wilkins@company.com,Manager Escalation,0,0
casey.wilkins@company.com,Payroll,0,0
casey.wilkins@company.com,Benefits,0,1
casey.wilkins@company.com,Benefits,0,0
casey.wilkins@company.com,Policy Question,3,0
casey.wilkins@company.com,Comp Inquiry,11,0
keith.graham@company.com,PTO Request,1,0
keith.graham@company.com,Benefits,0,0
keith.graham@company.com,PTO Request,0,0
keith.graham@company.com,IT Access,6,0
cynthia.green@company.com,Comp Inquiry,0,0
cynthia.green@company.com,Comp Inquiry,0,0
cynthia.green@company.com,Benefits,0,0
cynthia.green@company.com,Comp Inquiry,5,0
cynthia.green@company.com,Benefits,5,0
robert.haynes@company.com,Payroll,1,1
robert.haynes@company.com,Payroll,6,0
robert.haynes@company.com,Manager Escalation,0,0
emily.nelson@company.com,Payroll,2,0
emily.nelson@company.com,Payroll,16,0
emily.nelson@company.com,PTO Request,1,0
emily.nelson@company.com,Comp Inquiry,1,0
dale.chan@company.com,Benefits,1,0
dale.chan@company.com,Policy Question,0,0
dale.chan@company.com,PTO Request,0,0
dale.chan@company.com,Comp Inquiry,0,0
brittney.martin@company.com,Policy Question,6,1
brittney.martin@company.com,Payroll,0,1
brittney.martin@company.com,IT Access,0,1
jason.herrera@company.com,PTO Request,2,0
christine.parker@company.com,Manager Escalation,3,0
christine.parker@company.com,Benefits,1,0
christine.parker@company.com,Benefits,8,0
christine.parker@company.com,PTO Request,0,0
christine.parker@company.com,Comp Inquiry,8,1
christine.parker@company.com,Payroll,4,0
christine.parker@company.com,Benefits,3,0
christine.parker@company.com,Benefits,16,0
christine.parker@company.com,Comp Inquiry,1,0
christine.parker@company.com,IT Access,5,1
christine.parker@company.com,IT Access,4,0
bryan.moore@company.com,Payroll,3,0
bryan.moore@company.com,Policy Question,5,0
bryan.moore@company.com,Payroll,1,0
bryan.moore@company.com,PTO Request,4,0
samantha.terry@company.com,Payroll,3,0
samantha.terry@company.com,Policy Question,0,0
samantha.terry@company.com,Comp Inquiry,3,0
samantha.terry@company.com,Comp Inquiry,0,0
samantha.terry@company.com,Benefits,0,0
samantha.terry@company.com,Benefits,2,0
samantha.terry@company.com,Benefits,3,0
samantha.terry@company.com,PTO Request,0,0
russell.murphy@company.com,Payroll,3,0
russell.murphy@company.com,Comp Inquiry,3,0
russell.murphy@company.com,IT Access,3,0
russell.murphy@company.com,Manager Escalation,0,0
russell.murphy@company.com,Benefits,1,0
russell.murphy@company.com,PTO Request,6,0
russell.murphy@company.com,PTO Request,2,0
david.kelly@company.com,Comp Inquiry,0,1
david.kelly@company.com,Payroll,3,0
david.kelly@company.com,Benefits,1,0
david.kelly@company.com,IT Access,3,0
david.kelly@company.com,Comp Inquiry,0,0
david.kelly@company.com,Payroll,0,0
david.kelly@company.com,IT Access,6,0
david.kelly@company.com,Comp Inquiry,5,0
david.kelly@company.com,IT Access,8,0
david.kelly@company.com,Policy Question,13,0
megan.green@company.com,Benefits,4,0
megan.green@company.com,Manager Escalation,0,1
megan.green@company.com,Comp Inquiry,2,0
megan.green@company.com,Benefits,5,0
megan.green@company.com,Policy Question,7,0
megan.green@company.com,Policy Question,1,0
megan.green@company.com,Comp Inquiry,0,0
amanda.md@company.com,IT Access,4,0
amanda.md@company.com,IT Access,1,1
danielle.murray@company.com,Comp Inquiry,4,0
danielle.murray@company.com,Comp Inquiry,4,0
danielle.murray@company.com,Comp Inquiry,1,0
danielle.murray@company.com,Payroll,0,0
brenda.smith@company.com,Comp Inquiry,3,0
brenda.smith@company.com,Manager Escalation,0,0
vickie.anderson@company.com,Comp Inquiry,5,1
vickie.anderson@company.com,Benefits,0,0
vickie.anderson@company.com,Policy Question,3,0
vickie.anderson@company.com,Benefits,6,0
vickie.anderson@company.com,PTO Request,1,0
jacqueline.mccoy@company.com,Comp Inquiry,1,0
jacqueline.mccoy@company.com,Benefits,2,0
jacqueline.mccoy@company.com,Benefits,4,1
jacqueline.mccoy@company.com,Benefits,0,0
jacqueline.mccoy@company.com,Benefits,12,0
jacqueline.mccoy@company.com,Comp Inquiry,2,1
jacqueline.mccoy@company.com,PTO Request,0,1
lauren.green@company.com,PTO Request,2,0
alison.brown@company.com,IT Access,0,0
alison.brown@company.com,Benefits,1,0
jill.anderson@company.com,IT Access,4,0
jill.anderson@company.com,Policy Question,2,0
jill.anderson@company.com,Payroll,4,0
jill.anderson@company.com,Comp Inquiry,1,0
jill.anderson@company.com,Payroll,2,0
jill.anderson@company.com,Payroll,6,0
sandra.rivera@company.com,Payroll,0,1
sandra.rivera@company.com,IT Access,0,0
sandra.rivera@company.com,IT Access,6,0
sandra.rivera@company.com,Manager Escalation,1,0
sandra.rivera@company.com,Policy Question,1,0
sandra.rivera@company.com,Policy Question,3,0
sandra.rivera@company.com,Payroll,0,0
joel.jackson@company.com,Comp Inquiry,1,0
joel.jackson@company.com,Manager Escalation,3,0
joel.jackson@company.com,Policy Question,1,0
joel.jackson@company.com,Manager Escalation,3,1
joel.jackson@company.com,Benefits,1,0
joel.jackson@company.com,Comp Inquiry,3,0
joel.jackson@company.com,Manager Escalation,5,0
joel.jackson@company.com,Benefits,5,0
samantha.foster@company.com,PTO Request,0,0
samantha.foster@company.com,Payroll,0,0
samantha.foster@company.com,Manager Escalation,0,0
samantha.foster@company.com,Comp Inquiry,1,0
samantha.foster@company.com,Payroll,0,0
samantha.foster@company.com,Payroll,2,0
samantha.foster@company.com,IT Access,2,1
samantha.foster@company.com,Comp Inquiry,2,0
samantha.foster@company.com,IT Access,8,1
michael.thompson@company.com,Comp Inquiry,1,0
michael.thompson@company.com,Comp Inquiry,2,0
michael.thompson@company.com,Benefits,5,0
michael.thompson@company.com,IT Access,0,0
amanda.harvey@company.com,Policy Question,1,0
amanda.harvey@company.com,PTO Request,5,0
amanda.harvey@company.com,Manager Escalation,0,1
amanda.harvey@company.com,IT Access,3,0
amanda.harvey@company.com,Manager Escalation,2,0
amanda.harvey@company.com,Comp Inquiry,5,0
edward.jenkins@company.com,Policy Question,2,0
edward.jenkins@company.com,Manager Escalation,6,0
edward.jenkins@company.com,PTO Request,2,0
amy.ramirez@company.com,Manager Escalation,2,0
amy.ramirez@company.com,Policy Question,0,1
amy.ramirez@company.com,Policy Question,1,0
amy.ramirez@company.com,IT Access,0,0
amy.ramirez@company.com,Comp Inquiry,0,0
amy.ramirez@company.com,Benefits,2,0
amy.ramirez@company.com,Payroll,6,0
amy.ramirez@company.com,Benefits,3,0
amy.ramirez@company.com,Benefits,4,0
amy.ramirez@company.com,Policy Question,0,0
amy.ramirez@company.com,Benefits,9,0
curtis.wilkerson@company.com,PTO Request,3,1
curtis.wilkerson@company.com,Benefits,2,0
curtis.wilkerson@company.com,PTO Request,7,0
curtis.wilkerson@company.com,PTO Request,0,0
curtis.wilkerson@company.com,IT Access,0,0
curtis.wilkerson@company.com,Manager Escalation,4,0
lydia.pham@company.com,Payroll,7,0
lydia.pham@company.com,PTO Request,0,0
lydia.pham@company.com,Policy Question,8,1
lydia.pham@company.com,Manager Escalation,0,0
lydia.pham@company.com,Comp Inquiry,1,0
lydia.pham@company.com,Comp Inquiry,0,0
lydia.pham@company.com,Benefits,6,0
lydia.pham@company.com,Manager Escalation,7,0
lydia.pham@company.com,Policy Question,1,0
virginia.casey@company.com,PTO Request,2,1
virginia.casey@company.com,Policy Question,1,0
virginia.casey@company.com,PTO Request,5,0
joshua.washington@company.com,Policy Question,1,1
joshua.washington@company.com,Comp Inquiry,2,0
joshua.washington@company.com,Comp Inquiry,0,0
kathryn.price@company.com,PTO Request,5,0
kathryn.price@company.com,Payroll,1,0
kathryn.price@company.com,Benefits,10,0
kathryn.price@company.com,Payroll,2,0
francis.robinson@company.com,Policy Question,2,0
francis.robinson@company.com,Payroll,0,0
francis.robinson@company.com,Comp Inquiry,0,0
francis.robinson@company.com,Policy Question,8,0
francis.robinson@company.com,Benefits,0,0
francis.robinson@company.com,Comp Inquiry,5,0
francis.robinson@company.com,IT Access,0,0
francis.robinson@company.com,Comp Inquiry,0,0
paula.brown@company.com,IT Access,2,0
paula.brown@company.com,IT Access,1,0
paula.brown@company.com,IT Access,0,0
kendra.dvm@company.com,IT Access,3,0
kendra.dvm@company.com,Policy Question,8,0
kendra.dvm@company.com,Benefits,1,0
kendra.dvm@company.com,Payroll,3,0
kendra.dvm@company.com,Manager Escalation,4,0
kendra.dvm@company.com,Manager Escalation,1,0
ariel.sandoval@company.com,PTO Request,2,0
ariel.sandoval@company.com,Manager Escalation,3,0
ariel.sandoval@company.com,Comp Inquiry,0,0
ariel.sandoval@company.com,Manager Escalation,0,0
robert.stark@company.com,Benefits,4,0
zachary.robinson@company.com,Payroll,1,0
rebecca.kelly@company.com,Comp Inquiry,0,0
rebecca.kelly@company.com,Payroll,5,0
rebecca.kelly@company.com,IT Access,0,1
sarah.thompson@company.com,Payroll,2,0
sarah.thompson@company.com,IT Access,4,0
sarah.thompson@company.com,IT Access,2,0
sarah.thompson@company.com,Manager Escalation,7,0
renee.wolfe@company.com,Payroll,0,0
alyssa.haynes@company.com,IT Access,0,1
alyssa.haynes@company.com,Comp Inquiry,4,0
alyssa.haynes@company.com,Benefits,4,0
kristy.hart@company.com,Comp Inquiry,2,0
kristy.hart@company.com,PTO Request,0,0
kristy.hart@company.com,IT Access,1,0
kristy.hart@company.com,Payroll,7,0
