CandidateID,CandidateName,Department,HireDate,HireSource,RoleHiredFor,TimeToHireDays
9729,Aaron Parker,Human Resources,2026-03-17,Employee Referral,HR Manager,66
9730,Derrick A. Anderson,Finance,2019-02-12,Career Site,Finance Manager,30
9731,Jerry Peters,News & Content,2019-06-06,Employee Referral,Photojournalist,7
9732,Alexander Gomez,Engineering,2025-01-26,Employee Referral,IT Support,34
9733,Kyle Nguyen,Finance,2024-09-23,LinkedIn,Accountant,40
9734,Edgar Hughes,Finance,2021-08-04,LinkedIn,Finance Manager,34
9735,Steven Stein,News & Content,2022-07-07,LinkedIn,Reporter,7
9736,Laura Jackson,Finance,2023-11-04,Employee Referral,Financial Analyst,37
9737,Charles Turner,Sales,2019-04-14,Career Site,Sales Coordinator,41
9738,Arthur Hamilton MD,Sales,2025-02-04,Career Site,Sales Manager,17
9739,Mr. David Wright,News & Content,2025-08-28,Employee Referral,News Director,25
9740,Linda Gonzalez,Human Resources,2025-10-14,University Recruiting,HR Generalist,33
9741,Eric Rush,News & Content,2023-08-25,Employee Referral,Editor,26
9742,Manuel Brock,News & Content,2018-07-24,Employee Referral,Producer,28
9743,George Ochoa,Human Resources,2019-09-25,LinkedIn,HR Manager,37
9744,Valerie Taylor,News & Content,2019-10-03,Employee Referral,Editor,25
9745,Travis Harris,Human Resources,2022-10-23,Indeed,HR Generalist,14
9746,Vincent Novak,Sales,2021-09-05,Indeed,Account Executive,45
9747,Michael Henry,News & Content,2023-03-08,Indeed,News Director,20
9748,Dana Bennett,News & Content,2020-02-15,Recruiter Sourced,Photojournalist,31
9749,Jenna Wilson,News & Content,2024-01-05,LinkedIn,Producer,27
9750,Leslie Gardner,Sales,2021-02-03,LinkedIn,Sales Coordinator,18
9751,Krista Benton,News & Content,2023-02-14,Recruiter Sourced,Reporter,45
9752,Michael Gonzales,News & Content,2025-11-12,Employee Referral,Reporter,43
9753,Michael Fuentes,News & Content,2020-12-29,LinkedIn,Photojournalist,28
9754,Jennifer Porter,Sales,2026-02-08,Employee Referral,Account Executive,33
9755,Dana Hopkins,Engineering,2022-01-14,Career Site,Broadcast Engineer,35
9756,Rachel Jones,News & Content,2026-06-03,Employee Referral,News Director,19
9757,Karen Morales DDS,News & Content,2021-04-24,Employee Referral,Editor,21
9758,Melissa Stephens,News & Content,2019-04-10,Indeed,Reporter,33
9759,Heather Woodard,News & Content,2018-08-16,LinkedIn,Producer,18
9760,Margaret Miller,Sales,2026-06-14,LinkedIn,Sales Manager,33
9761,Mary Kelly,Sales,2021-10-17,Career Site,Account Executive,7
9762,Amanda Terrell,News & Content,2019-07-31,LinkedIn,Editor,28
9763,Jennifer Goodwin,Sales,2020-11-29,LinkedIn,Account Executive,37
9764,Jessica Smith,Sales,2021-07-06,University Recruiting,Sales Manager,36
9765,Jorge Stone,Sales,2022-12-13,Career Site,Sales Coordinator,48
9766,Laura Griffin,News & Content,2018-12-26,LinkedIn,News Director,19
9767,Raymond Chapman,News & Content,2024-03-09,Employee Referral,Producer,32
9768,Haley Johnson,Sales,2025-02-15,Indeed,Sales Manager,45
9769,Jason Nixon,News & Content,2021-06-07,Career Site,News Director,37
9770,Todd T. Thomas,Engineering,2025-06-13,Indeed,Systems Engineer,44
9771,Jesse Clark,Sales,2025-06-26,Employee Referral,Sales Manager,18
9772,Mr. Jeffrey Horton,Sales,2020-06-10,Career Site,Sales Coordinator,34
9773,Eric P. Patrick,News & Content,2024-03-05,Indeed,Editor,31
9774,Samuel Wong,Finance,2021-09-18,Employee Referral,Accountant,35
9775,Carly Riggs,Sales,2021-02-07,Career Site,Account Executive,23
9776,Christopher Moore,News & Content,2021-08-15,LinkedIn,Photojournalist,50
9777,Tina Hall,News & Content,2021-08-11,LinkedIn,Editor,42
9778,Cody Davidson,Engineering,2022-12-02,Employee Referral,Systems Engineer,49
9779,Allen Mendez,Sales,2023-11-10,Employee Referral,Sales Manager,37
9780,Kevin Price,News & Content,2022-05-11,Career Site,Producer,24
9781,Christine Goodwin,Engineering,2020-01-24,Employee Referral,Systems Engineer,41
9782,Amy Garcia,News & Content,2021-08-20,LinkedIn,Photojournalist,51
9783,Chelsea Nguyen,Engineering,2025-12-15,Employee Referral,IT Support,37
9784,Dennis Huffman,Finance,2025-04-12,Career Site,Financial Analyst,21
9785,Margaret Harper,News & Content,2019-10-17,Career Site,Producer,26
9786,Laurie Bailey,News & Content,2026-07-16,University Recruiting,Photojournalist,34
9787,Lisa C. Cervantes,Sales,2023-12-02,Recruiter Sourced,Sales Manager,52
9788,Elizabeth Mendez,News & Content,2019-08-20,Career Site,News Director,57
9789,Cesar Wilson,News & Content,2019-02-18,Recruiter Sourced,News Director,22
9790,Clayton Steele,Sales,2018-09-07,LinkedIn,Account Executive,38
9791,Jennifer Taylor,Sales,2024-04-30,University Recruiting,Sales Coordinator,26
9792,Cody Reid,Engineering,2022-06-15,LinkedIn,Systems Engineer,17
9793,Maria Cooke,Sales,2022-01-20,LinkedIn,Sales Coordinator,41
9794,Katherine Taylor,Sales,2026-06-25,Employee Referral,Sales Manager,35
9795,Jerry Brown,News & Content,2019-03-28,Employee Referral,Photojournalist,36
9796,Adam Taylor,Sales,2023-09-12,Career Site,Sales Coordinator,31
9797,Tracey Wagner,News & Content,2021-11-20,LinkedIn,Photojournalist,37
9798,Michael Perry PhD,News & Content,2022-03-17,Recruiter Sourced,Photojournalist,37
9799,Bradley Johnson DDS,News & Content,2024-11-14,Recruiter Sourced,Editor,44
9800,Donald Medina,News & Content,2023-05-25,LinkedIn,News Director,23
9801,Jim Newton,Engineering,2021-12-18,Recruiter Sourced,Systems Engineer,45
9802,Krista Wilson,News & Content,2019-12-31,Career Site,News Director,43
9803,Reginald Morrow,Sales,2022-08-20,Employee Referral,Sales Manager,38
9804,Rodney Williams,Finance,2022-12-23,University Recruiting,Finance Manager,34
9805,Kimberly Fritz,Finance,2022-02-28,Employee Referral,Financial Analyst,32
9806,Ronald Potter,Sales,2021-05-27,Career Site,Account Executive,32
9807,Zachary Cole,Sales,2020-01-17,Recruiter Sourced,Account Executive,34
9808,Robert Gonzales,Engineering,2023-05-25,Recruiter Sourced,Systems Engineer,14
9809,Patricia Young PhD,News & Content,2023-03-08,Career Site,News Director,63
9810,Heather Page,News & Content,2025-05-02,Indeed,Editor,47
9811,Carol Taylor,News & Content,2020-06-14,LinkedIn,Reporter,57
9812,Daniel Brown,News & Content,2022-07-29,Recruiter Sourced,Photojournalist,42
9813,Douglas Ryan,Finance,2021-11-05,Indeed,Finance Manager,25
9814,Michael Roberts,Sales,2022-12-05,LinkedIn,Sales Manager,40
9815,Scott Duke,News & Content,2021-06-30,Employee Referral,News Director,44
9816,Anna Estes,News & Content,2026-05-21,University Recruiting,Photojournalist,21
9817,Tamara Riddle,News & Content,2023-02-08,Employee Referral,Producer,50
9818,Beth Cline,Sales,2024-03-13,Employee Referral,Sales Manager,28
9819,Michael Poole,Sales,2019-06-19,Indeed,Account Executive,43
9820,Megan Burns,Sales,2022-05-31,Employee Referral,Sales Coordinator,52
9821,Debra Perry,News & Content,2024-01-31,LinkedIn,News Director,37
9822,Mark Beard,Engineering,2019-09-12,Employee Referral,Broadcast Engineer,52
9823,Jose Ramirez,Engineering,2024-05-29,Career Site,Broadcast Engineer,15
9824,Jackie C. Clements,Finance,2026-06-06,Employee Referral,Financial Analyst,19
9825,Aaron Schroeder,Engineering,2026-06-06,LinkedIn,Systems Engineer,23
9826,Monica Ellis,Sales,2024-10-15,Career Site,Sales Coordinator,7
9827,Heather Brown,Sales,2022-04-12,Recruiter Sourced,Sales Coordinator,11
9828,Claudia Jordan,News & Content,2019-03-09,LinkedIn,Editor,52
9829,Derrick Clayton,News & Content,2025-09-05,Career Site,Producer,49
9830,Kenneth Knight,Engineering,2019-04-08,Employee Referral,Broadcast Engineer,26
9831,Mr. Michael Williams,Sales,2022-05-04,Indeed,Account Executive,62
9832,Richard Stevens,News & Content,2024-06-29,Employee Referral,Producer,30
9833,Scott Alexander,Sales,2026-03-30,Indeed,Sales Coordinator,58
9834,Tyler Harris,Engineering,2019-03-09,Indeed,Broadcast Engineer,58
9835,Bonnie Santos,News & Content,2023-08-18,Career Site,Photojournalist,25
9836,Timothy H. Hill,Human Resources,2024-12-11,Recruiter Sourced,HR Manager,44
9837,Danielle W. Watson,Sales,2021-01-22,Indeed,Sales Manager,48
9838,Carol Sanders,News & Content,2018-12-25,Career Site,Photojournalist,25
9839,Michael Young,Sales,2021-04-22,Career Site,Sales Manager,7
9840,Michele Smith,News & Content,2024-10-14,Employee Referral,News Director,44
9841,Casey Perez,News & Content,2022-04-24,LinkedIn,News Director,23
9842,Alexandra Dominguez,News & Content,2022-08-30,Employee Referral,News Director,32
9843,Virginia Henderson,News & Content,2022-04-25,Indeed,Photojournalist,36
9844,Benjamin Reyes,Sales,2024-06-06,LinkedIn,Sales Manager,41
9845,Ashley Edwards,Sales,2021-12-05,Indeed,Sales Coordinator,29
9846,Breanna Ayala,Sales,2026-03-30,LinkedIn,Account Executive,37
9847,Brandi Haney,Sales,2024-12-11,Recruiter Sourced,Sales Manager,49
9848,Joseph Smith,News & Content,2020-11-15,Indeed,News Director,8
9849,Jessica Bowen,News & Content,2018-11-04,Employee Referral,Photojournalist,15
9850,Brittany Jenkins,Engineering,2025-12-10,Employee Referral,IT Support,18
9851,Shannon Miller,News & Content,2024-07-21,Employee Referral,Producer,27
9852,Paul Lawrence,News & Content,2024-05-17,Indeed,Reporter,44
9853,Victor E. Edwards,News & Content,2023-01-26,LinkedIn,News Director,47
9854,Donald Miller,News & Content,2019-01-19,Recruiter Sourced,Editor,31
9855,Lindsay Lawson,News & Content,2022-05-06,Employee Referral,Photojournalist,31
9856,Melissa Abbott,Engineering,2019-11-30,LinkedIn,Broadcast Engineer,52
9857,Elizabeth Holmes,Finance,2018-12-21,Employee Referral,Accountant,36
9858,Nicole Phillips,Engineering,2026-06-25,Indeed,Broadcast Engineer,29
9859,Steven Blevins,Sales,2025-01-11,LinkedIn,Account Executive,45
9860,Brian Porter MD,Finance,2023-07-22,Employee Referral,Finance Manager,44
9861,Vanessa Hatfield,Sales,2020-11-08,Indeed,Sales Coordinator,39
9862,Bonnie Valencia,News & Content,2019-03-22,Career Site,Reporter,26
9863,Holly Vega,News & Content,2022-08-09,University Recruiting,News Director,21
9864,Tiffany T. Townsend,Finance,2025-05-15,Employee Referral,Accountant,22
9865,Austin Baker,Human Resources,2020-10-12,Recruiter Sourced,HR Generalist,23
9866,Antonio Mccormick,Sales,2019-08-15,Career Site,Sales Coordinator,22
9867,Lori Mason,News & Content,2020-10-21,LinkedIn,Photojournalist,27
9868,Michael Miller,Human Resources,2025-06-03,Employee Referral,HR Manager,33
9869,Lisa Ramirez,Finance,2018-09-03,Recruiter Sourced,Finance Manager,35
9870,Jorge Harris,Human Resources,2019-06-14,LinkedIn,HR Generalist,19
9871,Kimberly Myers,News & Content,2019-12-16,LinkedIn,Reporter,37
9872,Sandra Becker,Human Resources,2023-04-18,Indeed,HR Generalist,35
9873,Michael Blair,News & Content,2019-10-08,University Recruiting,Editor,32
9874,Amy M. Miller,News & Content,2022-02-18,Employee Referral,Producer,26
9875,Jesse Lynch,Finance,2025-01-08,Career Site,Finance Manager,19
9876,Patrick Yang,News & Content,2020-08-25,Indeed,Producer,41
9877,Michael Miles,News & Content,2024-03-01,LinkedIn,News Director,35
9878,Troy Mills,Human Resources,2022-06-09,LinkedIn,HR Manager,38
9879,Michelle Jackson,Sales,2024-12-14,Employee Referral,Account Executive,28
9880,Rick Adams,News & Content,2025-06-15,Employee Referral,Editor,26
9881,Patricia Johnson,Sales,2021-04-20,Recruiter Sourced,Sales Manager,47
9882,Denise Brown,News & Content,2019-03-27,Employee Referral,Producer,68
9883,Laura Jones,Sales,2019-09-20,Recruiter Sourced,Account Executive,30
9884,Ian Porter,Finance,2026-01-11,Career Site,Finance Manager,35
9885,Holly Scott,News & Content,2019-10-17,Indeed,Producer,32
9886,Kenneth S. Sharp,News & Content,2022-07-12,LinkedIn,Editor,23
9887,Jordan Williams,Finance,2026-07-05,Employee Referral,Finance Manager,28
9888,Dana Ruiz,Finance,2024-09-21,LinkedIn,Accountant,60
9889,Chris Velazquez,News & Content,2020-06-18,Career Site,Producer,24
9890,Kristen Sloan,Finance,2022-01-30,Indeed,Finance Manager,34
9891,Jennifer Morris,Sales,2023-08-29,Recruiter Sourced,Sales Manager,25
9892,Nathan Nelson,News & Content,2020-03-31,Career Site,News Director,33
9893,Jake Shaw,Sales,2024-06-07,Employee Referral,Account Executive,24
9894,Cassie B. Brock,News & Content,2021-04-27,LinkedIn,Photojournalist,27
9895,Dr. Andrea Marshall,Human Resources,2023-09-12,Career Site,HR Manager,15
9896,Ryan Murphy,News & Content,2024-08-08,Recruiter Sourced,News Director,35
9897,Aimee Gonzalez,News & Content,2019-06-27,Recruiter Sourced,Reporter,29
9898,Elizabeth Dean,News & Content,2019-11-25,LinkedIn,Reporter,40
9899,Kevin Snyder,Human Resources,2021-10-01,University Recruiting,HR Generalist,33
9900,Christie Mccullough,Engineering,2020-12-20,Recruiter Sourced,Systems Engineer,24
9901,Danielle Smith,Finance,2024-07-12,Indeed,Financial Analyst,21
9902,David Reed,Human Resources,2024-07-30,Career Site,HR Generalist,33
9903,Sherry Tapia,News & Content,2022-10-27,Recruiter Sourced,Editor,51
9904,Matthew Sweeney,News & Content,2021-08-06,University Recruiting,Photojournalist,26
9905,Ashley Moreno,News & Content,2024-03-15,Employee Referral,News Director,10
9906,Johnathan Brown,Finance,2022-05-10,Recruiter Sourced,Accountant,36
9907,Michelle Davis DVM,News & Content,2019-09-21,Indeed,Producer,49
9908,Kelly Haynes,Sales,2025-07-09,LinkedIn,Sales Coordinator,40
9909,William Miller,News & Content,2018-08-27,Recruiter Sourced,Photojournalist,18
9910,Casey Wilkins,News & Content,2025-12-23,Career Site,Reporter,35
9911,Keith Graham,Finance,2022-02-24,Recruiter Sourced,Finance Manager,44
9912,Cynthia Green,Engineering,2023-12-27,Recruiter Sourced,Systems Engineer,28
9913,Robert Haynes,News & Content,2026-04-03,LinkedIn,Editor,26
9914,Emily Nelson,News & Content,2024-01-09,Recruiter Sourced,Reporter,27
9915,Dale Chan,Engineering,2018-11-20,Career Site,Broadcast Engineer,31
9916,Brittney Martin,News & Content,2025-11-25,Indeed,Photojournalist,18
9917,Jason Herrera,News & Content,2023-08-29,Employee Referral,Photojournalist,36
9918,Christine Parker,Finance,2026-03-17,Indeed,Finance Manager,37
9919,Bryan Moore,News & Content,2022-01-05,University Recruiting,News Director,37
9920,Samantha Terry,Finance,2025-11-26,Career Site,Accountant,33
9921,Russell Murphy,News & Content,2025-06-05,Indeed,News Director,18
9922,David Kelly,Engineering,2021-03-28,Employee Referral,Broadcast Engineer,30
9923,Megan Green,Engineering,2020-09-11,Indeed,IT Support,57
9924,Amanda Sullivan MD,News & Content,2019-05-07,Recruiter Sourced,Editor,36
9925,Danielle Murray,News & Content,2023-10-17,Employee Referral,Photojournalist,23
9926,Brenda Smith,Sales,2021-09-08,Recruiter Sourced,Account Executive,41
9927,Vickie Anderson,News & Content,2024-09-29,Recruiter Sourced,Photojournalist,57
9928,Jacqueline Mccoy,Finance,2024-07-20,LinkedIn,Accountant,38
9929,Lauren Green,Engineering,2024-06-07,LinkedIn,IT Support,31
9930,Alison Brown,News & Content,2023-04-09,LinkedIn,News Director,50
9931,Jill Anderson,Sales,2020-02-13,Indeed,Sales Coordinator,27
9932,Sandra Rivera,Sales,2021-04-04,Employee Referral,Account Executive,46
9933,Joel J. Jackson,Engineering,2024-01-30,Career Site,IT Support,26
9934,Samantha Foster,Sales,2019-12-31,LinkedIn,Sales Coordinator,28
9935,Michael Thompson,News & Content,2022-12-10,LinkedIn,Editor,43
9936,Cody Ramirez,News & Content,2023-12-10,Indeed,Photojournalist,50
9937,Amanda Harvey,Sales,2025-03-19,LinkedIn,Sales Coordinator,32
9938,Edward Jenkins,News & Content,2018-08-27,University Recruiting,Editor,49
9939,Amy Ramirez,Human Resources,2019-05-05,Indeed,HR Manager,38
9940,Curtis Wilkerson,News & Content,2019-05-23,LinkedIn,Reporter,23
9941,Lydia Pham,News & Content,2022-02-16,Career Site,Reporter,28
9942,Virginia Casey,News & Content,2020-04-25,Recruiter Sourced,Reporter,40
9943,Joshua Washington,News & Content,2020-10-28,LinkedIn,Producer,51
9944,Kathryn Price,Engineering,2020-02-08,Indeed,IT Support,47
9945,Francis Robinson,Sales,2018-10-01,LinkedIn,Sales Coordinator,47
9946,Paula Brown,News & Content,2019-04-18,University Recruiting,Reporter,16
9947,Kendra Wang DVM,Sales,2026-01-25,Recruiter Sourced,Sales Manager,43
9948,Ariel Sandoval,News & Content,2023-10-24,Career Site,Editor,42
9949,Robert Stark,Sales,2025-03-30,Employee Referral,Sales Coordinator,37
9950,Zachary Robinson,News & Content,2026-03-01,Indeed,Photojournalist,42
9951,Rebecca Kelly,News & Content,2023-08-31,Employee Referral,Reporter,11
9952,Sarah Thompson,Human Resources,2024-03-22,Recruiter Sourced,HR Manager,7
9953,Renee Wolfe,Sales,2019-07-09,Indeed,Account Executive,37
9954,Alyssa Haynes,News & Content,2025-05-30,Employee Referral,Producer,33
9955,Kristy Hart,News & Content,2019-08-07,LinkedIn,News Director,31
9956,William Keith,Sales,2023-10-23,Recruiter Sourced,Account Executive,39
9957,Eric Henry Jr.,News & Content,2025-10-04,LinkedIn,Photojournalist,36
9958,Daniel Fox,Sales,2023-02-02,Recruiter Sourced,Sales Coordinator,38
9959,Thomas Harris,Sales,2026-04-19,Employee Referral,Account Executive,45
9960,Mitchell Sellers,Engineering,2025-09-23,LinkedIn,Systems Engineer,27
9961,Erica Johnson,News & Content,2024-02-15,Recruiter Sourced,Reporter,38
9962,Sylvia Schroeder,Finance,2020-08-02,Indeed,Accountant,25
9963,Shannon Yu,Sales,2022-04-18,Employee Referral,Account Executive,9
9964,Tom Foster,Finance,2026-01-18,Indeed,Accountant,30
9965,Eric Taylor,News & Content,2023-09-02,LinkedIn,Reporter,47
9966,Travis Conner,Sales,2025-12-10,Employee Referral,Sales Coordinator,22
9967,Marie Thompson,Engineering,2020-10-08,Recruiter Sourced,IT Support,39
9968,Melissa Mcfarland,Sales,2021-12-22,Indeed,Sales Coordinator,45
9969,Courtney Chapman,News & Content,2025-10-14,Recruiter Sourced,Editor,43
9970,Eric Barker,News & Content,2024-09-19,Employee Referral,News Director,25
9971,Nicholas R. Rush,Finance,2021-02-22,Indeed,Financial Analyst,24
9972,Jenna Gamble,Finance,2019-11-09,Recruiter Sourced,Finance Manager,34
9973,Amanda Guzman,Sales,2019-02-25,Indeed,Sales Manager,37
9974,Tracy Walker,Engineering,2024-10-10,Recruiter Sourced,Broadcast Engineer,42
9975,Taylor Taylor,News & Content,2021-08-15,Recruiter Sourced,Producer,42
9976,Cynthia Haas,Sales,2021-03-22,LinkedIn,Sales Coordinator,68
9977,Stephen Davis,Engineering,2019-01-15,LinkedIn,IT Support,53
9978,Margaret Tanner,News & Content,2026-03-16,Indeed,News Director,29
9979,Derek Wright,News & Content,2020-09-04,Recruiter Sourced,News Director,61
9980,David R. Rodriguez,Sales,2022-01-31,Indeed,Sales Coordinator,19
9981,James Oconnor,News & Content,2022-06-29,Indeed,Photojournalist,20
9982,Stacey Snyder,Engineering,2025-12-27,Indeed,IT Support,44
9983,Joshua Garcia,Engineering,2023-06-11,Employee Referral,IT Support,30
9984,Sean Curtis,Sales,2019-12-27,Career Site,Account Executive,7
9985,Carla Jones,News & Content,2022-06-30,University Recruiting,Photojournalist,53
9986,Elizabeth Flores,News & Content,2019-09-17,Indeed,Reporter,41
9987,Angela Jackson,Sales,2024-09-16,Indeed,Sales Manager,32
9988,Nicholas Payne,Engineering,2020-04-22,LinkedIn,Systems Engineer,31
9989,Anna Wheeler,Human Resources,2023-09-15,LinkedIn,HR Manager,31
9990,Karen Johnson,News & Content,2025-11-10,Employee Referral,Producer,7
9991,Carmen Preston,Sales,2024-04-13,Indeed,Account Executive,22
9992,Brian Harris,News & Content,2019-05-21,Indeed,Reporter,25
9993,Michael Bowen,News & Content,2019-02-22,Employee Referral,Reporter,48
9994,Deborah Campbell,News & Content,2023-02-17,Indeed,News Director,26
9995,Anthony Armstrong,Sales,2020-07-25,Indeed,Sales Coordinator,38
9996,Brittany Ward,Sales,2022-02-15,LinkedIn,Account Executive,31
9997,Edward Stanley,Sales,2025-09-24,Employee Referral,Sales Coordinator,22
9998,Christina Johnson,Sales,2019-10-01,LinkedIn,Sales Coordinator,37
9999,Edgar Miller,Sales,2023-09-07,Indeed,Account Executive,33
10000,Elizabeth Sanders,Sales,2026-01-08,Career Site,Sales Coordinator,47
10001,Matthew Davis MD,Sales,2023-11-16,University Recruiting,Sales Manager,28
10002,Stephen Wood,News & Content,2020-09-09,LinkedIn,News Director,25
10003,Dennis Marshall,News & Content,2024-02-28,LinkedIn,News Director,44
10004,Derrick Brown,Engineering,2025-10-18,Career Site,Systems Engineer,31
10005,Mary Miller,Finance,2023-02-27,Indeed,Finance Manager,45
10006,Joshua A. Arellano,Sales,2022-09-06,University Recruiting,Sales Coordinator,26
10007,Kristen Randall,Sales,2026-01-29,Recruiter Sourced,Account Executive,35
10008,Jennifer Nichols,Human Resources,2022-06-26,Career Site,HR Generalist,26
10009,Karen K. Keith,News & Content,2022-01-18,Employee Referral,News Director,23
10010,Blake Orr,Sales,2025-04-24,LinkedIn,Account Executive,7
10011,Kathryn Lester,News & Content,2024-10-21,Employee Referral,Reporter,53
10012,Megan Oliver,News & Content,2024-11-03,Employee Referral,Reporter,27
10013,Peter Thompson,Human Resources,2022-11-18,Employee Referral,HR Manager,40
10014,Dr. Rhonda Martinez,News & Content,2018-08-02,Career Site,Reporter,31
10015,William Graham,News & Content,2026-03-12,Career Site,Editor,49
10016,Lori Flowers MD,News & Content,2025-02-07,Employee Referral,News Director,11
10017,Suzanne Jones,Engineering,2022-06-01,Indeed,Systems Engineer,36
10018,James Nguyen,Engineering,2023-02-05,Recruiter Sourced,Systems Engineer,43
10019,Jimmy Marks,News & Content,2026-01-15,Career Site,Producer,34
10020,Lisa Mills,Human Resources,2021-06-06,Employee Referral,HR Manager,24
10021,Jason Hernandez,Sales,2024-01-06,Employee Referral,Sales Coordinator,11
10022,Olivia Ayers,Sales,2021-10-06,LinkedIn,Sales Coordinator,25
10023,Kristine Garcia,Engineering,2023-08-14,Indeed,IT Support,8
10024,Joseph Cooper,Sales,2026-03-25,Career Site,Account Executive,43
10025,James Washington,Sales,2019-04-14,Career Site,Sales Coordinator,40
10026,Amanda Hill,News & Content,2022-11-02,LinkedIn,News Director,44
10027,Lee Steele,News & Content,2026-03-31,Career Site,Producer,21
10028,Steve Rivera,News & Content,2019-03-16,Career Site,Reporter,19
10029,Patrick Mccall,News & Content,2022-03-28,LinkedIn,Photojournalist,40
10030,Alicia Roth,News & Content,2024-09-09,Recruiter Sourced,Producer,40
10031,Douglas V. Vasquez,Sales,2023-09-28,Recruiter Sourced,Account Executive,10
10032,Annette Melton,Finance,2019-12-22,Indeed,Finance Manager,24
10033,William Ramos,Finance,2018-11-15,LinkedIn,Finance Manager,54
10034,Debra Butler,Engineering,2021-08-19,Career Site,IT Support,44
10035,Chelsea L. Lewis,Finance,2020-02-02,LinkedIn,Accountant,30
10036,Natalie Malone,Finance,2024-02-16,Employee Referral,Financial Analyst,18
10037,Samantha Robertson,Sales,2025-09-24,Recruiter Sourced,Account Executive,21
10038,Eric Hunter,News & Content,2023-08-09,Employee Referral,Producer,28
10039,Samuel Suarez,Sales,2021-06-07,Career Site,Account Executive,15
10040,Corey Whitaker,Human Resources,2019-03-28,Employee Referral,HR Generalist,49
10041,Danielle B. Bryant,News & Content,2023-08-16,LinkedIn,Producer,48
10042,Michele Hill,News & Content,2024-06-10,Indeed,Reporter,18
10043,Kathy Reid,Sales,2019-09-05,LinkedIn,Sales Manager,58
10044,Andre Watson,News & Content,2020-02-08,Employee Referral,Photojournalist,27
10045,Cassandra Harrell,Sales,2024-04-26,LinkedIn,Account Executive,34
10046,Hannah M. Martin,News & Content,2023-04-21,University Recruiting,Editor,27
10047,Nicole Barker,News & Content,2022-06-22,LinkedIn,Producer,19
10048,James Martin,Sales,2019-01-24,Employee Referral,Account Executive,29
10049,Traci Vincent,News & Content,2022-11-19,Career Site,News Director,10
10050,Megan Adams,Human Resources,2021-01-08,Recruiter Sourced,HR Generalist,29
10051,Alejandro Deleon,Sales,2022-10-31,Employee Referral,Sales Manager,32
10052,Alexa Buck,News & Content,2025-03-26,Recruiter Sourced,Editor,36
10053,Lindsay Smith,Sales,2022-02-25,Indeed,Sales Coordinator,13
10054,Robert Torres,Engineering,2026-07-11,LinkedIn,Systems Engineer,14
10055,Maria Coleman,News & Content,2018-11-09,Indeed,Producer,36
10056,Gregory King,Human Resources,2019-01-03,Indeed,HR Generalist,18
10057,Mike Holloway,Engineering,2024-11-10,Career Site,Broadcast Engineer,31
10058,Brian Hunt,News & Content,2018-11-26,LinkedIn,Producer,49
10059,Sarah Brooks,Sales,2019-07-04,Employee Referral,Sales Manager,17
10060,Lisa Evans,Engineering,2025-01-06,University Recruiting,Systems Engineer,22
10061,Arthur Mcneil,Sales,2023-11-24,Indeed,Sales Coordinator,46
10062,Shannon Green,News & Content,2022-03-24,Employee Referral,Reporter,10
10063,Stephanie Evans,Finance,2023-12-26,LinkedIn,Financial Analyst,31
10064,Ralph Yoder,News & Content,2025-07-21,LinkedIn,Editor,64
10065,Rebekah Greene,News & Content,2019-10-02,University Recruiting,Producer,37
10066,Melanie Griffith,Sales,2023-03-12,Indeed,Account Executive,45
10067,Yolanda Green,News & Content,2025-12-16,Indeed,News Director,28
10068,James Johnson,Engineering,2018-11-08,Employee Referral,IT Support,17
10069,Laura Lee,Sales,2019-09-10,LinkedIn,Sales Coordinator,14
10070,Courtney Nichols,News & Content,2023-10-16,University Recruiting,Producer,37
10071,Susan P. Powers,News & Content,2022-04-30,Recruiter Sourced,Reporter,37
10072,Sarah Pittman,News & Content,2025-11-26,Recruiter Sourced,Producer,56
10073,Catherine Davis,Engineering,2018-12-04,Employee Referral,IT Support,29
10074,David Stokes,News & Content,2024-03-03,Recruiter Sourced,Photojournalist,37
10075,Catherine Frazier,Sales,2019-08-09,LinkedIn,Sales Manager,32
10076,Brandon Kelly,Sales,2019-12-09,University Recruiting,Sales Coordinator,18
10077,Elizabeth French,Human Resources,2018-12-16,LinkedIn,HR Manager,37
10078,David Carter,News & Content,2021-01-07,LinkedIn,Producer,47
10079,Julie Delacruz,News & Content,2024-11-28,LinkedIn,Reporter,42
10080,Terry Jones,Engineering,2022-03-17,LinkedIn,Broadcast Engineer,24
10081,Kathryn Dillon,News & Content,2019-12-04,Indeed,News Director,69
10082,Edwin Brown,Sales,2023-04-16,Recruiter Sourced,Sales Coordinator,30
10083,Brenda Gonzalez,Human Resources,2025-02-06,University Recruiting,HR Manager,49
10084,Keith Knox,News & Content,2019-05-30,Career Site,Producer,29
10085,Eugene Baldwin,Engineering,2022-07-15,Indeed,Broadcast Engineer,49
10086,Kate Welch,Sales,2024-12-14,Recruiter Sourced,Sales Coordinator,31
10087,Mark Smith,News & Content,2020-04-28,Employee Referral,Reporter,32
10088,Philip Jackson,News & Content,2024-12-29,Indeed,Reporter,47
10089,Katherine Gallagher,Finance,2021-12-20,Indeed,Accountant,59
10090,Lucas Schultz,News & Content,2025-01-19,Career Site,Reporter,30
10091,Vincent Reyes,News & Content,2026-06-01,Career Site,News Director,28
10092,Curtis Watson,Finance,2023-12-27,LinkedIn,Financial Analyst,24
10093,Frank W. Whitaker,Finance,2021-02-25,Recruiter Sourced,Financial Analyst,22
